ETC_20150211_000001	케파	Kepa
ETC_20150211_008682	알파오브젝트	Alpha object
ETC_20150211_008683	콩	Beans
ETC_20150211_008684	더미	Mountain
ETC_20150211_008685	안용현123	N/A
ETC_20150211_008686	Flying_Flog:습격:86/stub_tree:습격:87	Flying_Flog: Attack : 86 / stub_tree: Attack : 87
ETC_20150211_008687	Flying_Flog:습격:86/Flying_Flog_green:습격:87/stub_tree:습격:87/Long_Arm:습격:88	Flying_Flog: Attack : 86 / Flying_Flog_green: Attack : 87 / stub_tree: Attack : 87 / Long_Arm: Attack : 88
ETC_20150211_008688	Flying_Flog_green:습격:87/hook:습격:88	Flying_Flog_green: Attack : 87 / hook: Attack : 88
ETC_20150211_008689	Flying_Flog_green:습격:87/Flying_Flog_white:습격:88/Long_Arm:습격:88/Cockatries:습격:89	Flying_Flog_green: Attack : 87 / Flying_Flog_white: Attack : 88 / Long_Arm: Attack : 88 / Cockatries: Attack : 89
ETC_20150211_008690	금석학자 레이몬드를 도와 위장막을 만드십시오	Make the Camouflage Tent by helping Raymond of epigraphist.
ETC_20150211_008691	Pino-2:피노v2:62/Geppetto-2:제페토v2:62/Pino-2:피노v2:62/Geppetto-2:제페토v2:62/Pino-2:피노v2:62/Geppetto-2:제페토v2:62/Pino-2:피노v2:62/Geppetto-2:제페토v2:62/Saurman_spearman_Big:대형 사우르맨 창병:62	Pino-2:Pinov2:62/Geppetto-2:Geppettov2:62/Pino-2:Pinov2:62/Geppetto-2:Geppettov2:62/Pino-2:Pinov2:62/Geppetto-2:Geppettov2:62/Pino-2:Pinov2:62/Geppetto-2:Geppettov2:62/Saurman_spearman_Big:Big Use Ur Man Spearman: 62
ETC_20150211_008692	Geppetto-2:제페토v2:62/Pino-2:피노v2:62/Pino-2:피노v2:62/Pino-2:피노v2:62/Pino-2:피노v2:62/Pino-2:피노v2:62	Geppetto-2:Geppetto v2:62/Pino-2:Pinov2:62/Pino-2:Pinov2:62/Pino-2:Pinov2:62/Pino-2:Pinov2:62/Pino-2:Pinov2:62
ETC_20150211_008693	Tontulia:톤투리아:62/Pino-2:피노v2:62/Pino-2:피노v2:62/Pino-2:피노v2:62/Pino-2:피노v2:62/Pino-2:피노v2:62	Tontulia:Tontulia:62/Pino-2:Pinov2:62/Pino-2:Pinov2:62/Pino-2:Pinov2:62/Pino-2:Pinov2:62/Pino-2:Pinov2:62
ETC_20150211_008694	hogma_warrior:호그마 전사:62/hogma_warrior:호그마 전사:62/Geppetto-2:제페토v2:62/Geppetto-2:제페토v2:62/Geppetto-2:제페토v2:62/Geppetto-2:제페토v2:62	hogma_warrior: Hogma Warrior: 62 / hogma_warrior: No. Dagmar Warrior:62/Geppetto-2:Geppettov2:62/Geppetto-2:Geppetto v2:62/Geppetto-2:Geppettov2:62/Geppetto-2:Geppetto v2:62
ETC_20150211_008695	hogma_archer:호그마 궁수:62/hogma_archer:호그마 궁수:62/Tontulia:톤투리아:62/Tontulia:톤투리아:62/Tontulia:톤투리아:62/Tontulia:톤투리아:62	hogma_archer: Hogma Archer: 62 / hogma_archer: Hogma archer:62/Tontulia:Tontulia:62/Tontulia:Tontulia:62/Tontulia:Tonturia :62/Tontulia:Tontulia:62
ETC_20150211_008696	zinutekas:지누테카스:68/zinutekas:지누테카스:68/zinutekas:지누테카스:68	zinutekas: Zinutekas : 68 / zinutekas: Zinutekas : 68 / zinutekas: Zinutekas: 68
ETC_20150211_008697	NPC 자살 (초)	NPC suicide (in seconds)
ETC_20150211_008698	pappus_kepa_red:늙은케파:30	pappus_kepa_red : Old Kepa: 30
ETC_20150211_008699	Lantern_mushroom_Big:그리바루:47/Lantern_mushroom:그리바:47/Lantern_mushroom:그리바:47/Lantern_mushroom:그리바:47/Lantern_mushroom:그리바:47/Lantern_mushroom:그리바:47	Lantern_mushroom_Big:Gribaru:47/Lantern_mushroom:Gribaru:47/Lantern_mushroom:Griba:47/Lantern_mushroom:Griba:47/Lantern_mushroom:Griba:47/Lantern_mushroom:Griba:47
ETC_20150211_008700	truffle_Big:트리펠리아:47/truffle:트리펠리:47/truffle:트리펠리:47/Lantern_mushroom:그리바:47/Lantern_mushroom:그리바:47/Lantern_mushroom:그리바:47	truffle_Big:Truffle:47/truffle:Truffle:47/truffle:Truffle:47/Lantern_mushroom:Gribar:47/Lantern_mushroom:Gribar:47/Lantern_mushroom:Gribar:47
ETC_20150211_008701	truffle_Big:트리펠리아:47/truffle:트리펠리:47/truffle:트리펠리:47/truffle:트리펠리:47/truffle:트리펠리:47/truffle:트리펠리:47	truffle_Big:Truffle:47/truffle:Truffle:47/truffle:truffle:47/truffle:Truffle:47/truffle:Truffle:47/truffle:Truffle:47
ETC_20150211_008702	Lantern_mushroom_Big:그리바루:48/Lantern_mushroom:그리바:48/Lantern_mushroom:그리바:48/Lantern_mushroom:그리바:48/Lantern_mushroom_Big:그리바루:48	Lantern_mushroom_Big:Gribaru:48/Lantern_mushroom:Gribar:48/Lantern_mushroom:Gribar:48/Lantern_mushroom:Gribar:48/Lantern_mushroom_Big:Gribaru:48
ETC_20150211_008703	이게 막틱임	This is the last chance
ETC_20150211_008704	TxGiveItem 함수	TxGiveItem function
ETC_20150211_008705	TxTakeItem 함수	TxTakeItem function
ETC_20150211_008706	퀘스트완료	Completed Quests
ETC_20150211_008707	처음 플레이 스크립트 작동	Activation of script of the first play
ETC_20150211_008708	NXP가 부족하군..	NXP is' s lack.
ETC_20150211_008709	헤어 변경	Change Hair
ETC_20150211_008710	헤어 변경 실패	Failure change Hair
ETC_20150211_008711	이름/	Given names /
ETC_20150211_008712			   <Class 퀘스트ClassName="	
ETC_20150211_008713	 퀘스트Name = "	Quest Name = "
ETC_20150211_008714	 퀘스트종류 = ScpArgMsg("Auto__Mein_") 	Quest Type = ScpArgMsg ("Auto__Mein_")
ETC_20150211_008715	 퀘스트종류 = ScpArgMsg("Auto__SeoBeu_") 	Quest Type = ScpArgMsg ("Auto__SeoBeu_")
ETC_20150211_008716	 퀘스트종류 = ScpArgMsg("Auto__BanBogHyeong_") 	Quest Type = ScpArgMsg ("Auto__BanBogHyeong_")
ETC_20150211_008717	 반복횟수 = ScpArgMsg("Auto__MuHan_BanBog_") 	Number of repetitions = ScpArgMsg ("Auto__MuHan_BanBog_")
ETC_20150211_008718	 반복횟수 = " 	Repeat Count = "
ETC_20150211_008719	 퀘스트시작방식 = ScpArgMsg("Auto_NPCwa_DaeHwa") 	Start Method of Quest = ScpArgMsg ("Auto_NPCwa_DaeHwa")
ETC_20150211_008720	 퀘스트시작방식 = ScpArgMsg("Auto__	Start Method of Quest = ScpArgMsg ("Auto__
ETC_20150211_008721	 퀘스트시작방식 = ScpArgMsg("Auto_	Start Method of Quest = ScpArgMsg ("Auto_
ETC_20150211_008722	 퀘스트종료방식 = ScpArgMsg("Auto_NPCwa_DaeHwa") 	Termination Method of Quest = ScpArgMsg ("Auto_NPCwa_DaeHwa")
ETC_20150211_008723	 퀘스트종료방식 = ScpArgMsg("Auto_MogJeog_DalSeong_Si_HaeDang_KweSeuTeu_SeSyeonoBeuJegTeueSeo_JaDongeuLo_wanLyoCheoLi") 	Termination Method of Quest = ScpArgMsg("Auto_MogJeog_DalSeong_Si_HaeDang_KweSeuTeu_SeSyeonoBeuJegTeueSeo_JaDongeuLo_wanLyoCheoLi")
ETC_20150211_008724	 퀘스트메인프로퍼티 = "	Main Property of Quest  = "
ETC_20150211_008725	 퀘스트세션오브젝트 = "	Session object of Quest = "
ETC_20150211_008726	 시작NPC = ScpArgMsg("Auto_	Start NPC = ScpArgMsg ("Auto_
ETC_20150211_008727	 시작NPC좌표MZ	Start NPC coordinates MZ
ETC_20150211_008728	 시작NPC좌표SETPOS	Start NPC coordinates SETPOS
ETC_20150211_008729	 시작NPC = ScpArgMsg("Auto__eopeum_") 	Start NPC = ScpArgMsg ("Auto__eopeum_")
ETC_20150211_008730	 진행NPC = ScpArgMsg("Auto_	Progress NPC = ScpArgMsg ("Auto_
ETC_20150211_008731	 진행NPC좌표MZ	Progression NPC coordinate MZ
ETC_20150211_008732	 진행NPC좌표SETPOS	NPC coordinate progress SETPOS
ETC_20150211_008733	 진행NPC = ScpArgMsg("Auto__eopeum_") 	Progress NPC = ScpArgMsg ("Auto__eopeum_")
ETC_20150211_008734	 완료NPC = ScpArgMsg("Auto_	Complete NPC = ScpArgMsg ("Auto_
ETC_20150211_008735	 완료NPC좌표MZ	Complete NPC Coordinates MZ
ETC_20150211_008736	 완료NPC좌표SETPOS	Complete NPC Coordinates SETPOS
ETC_20150211_008737	 완료NPC = ScpArgMsg("Auto__eopeum_") 	Complete NPC = ScpArgMsg ("Auto__eopeum_")
ETC_20150211_008738	 권장레벨 = "	Recommended Level = "
ETC_20150211_008739	레벨이상 = "	Higher the level = "
ETC_20150211_008740	레벨이하 = "	Level below = "
ETC_20150211_008741	주변지역체크1 = ScpArgMsg("Auto_	Peripheral check 1 = ScpArgMsg ("Auto_
ETC_20150211_008742	직업1 = "	Job 1 = "
ETC_20150211_008743	직업2 = "	Job 2 = "
ETC_20150211_008744	직업3 = "	Job 3 = "
ETC_20150211_008745	직업4 = "	Job 4 = "
ETC_20150211_008746	성별 = ScpArgMsg("Auto_NamSeong") 	Gender = ScpArgMsg ("Auto_NamSeong")
ETC_20150211_008747	성별 = ScpArgMsg("Auto_yeoSeong") 	Gender = ScpArgMsg ("Auto_yeoSeong")
ETC_20150211_008748	 퀘스트조건설정 = ScpArgMsg("Auto_MoDu_ManJog_(AND)")	Setting of Quest Conditions = ScpArgMsg ("Auto_MoDu_ManJog_ (AND)")
ETC_20150211_008749	 퀘스트조건설정 = ScpArgMsg("Auto_HaNaMan_ManJog_(OR)")	Setting of Quest Conditions = ScpArgMsg ("Auto_HaNaMan_ManJog_ (OR)")
ETC_20150211_008750	 / 진행도 : 	/ Progress Rate : 
ETC_20150211_008751	 에러??" 	Error ?? "
ETC_20150211_008752	 버프조건설정 = ScpArgMsg("Auto_MoDu_ManJog_(AND)")	Setting of Buff Conditions = ScpArgMsg ("Auto_MoDu_ManJog_ (AND)")
ETC_20150211_008753	 버프조건설정 = ScpArgMsg("Auto_HaNaMan_ManJog_(OR)")	Setting of Buff Conditions = ScpArgMsg ("Auto_HaNaMan_ManJog_ (OR)")
ETC_20150211_008754	 착용아이템조건설정 = ScpArgMsg("Auto_MoDu_ManJog_(AND)")	Setting of Wear Item Conditions = ScpArgMsg ("Auto_MoDu_ManJog_ (AND)")
ETC_20150211_008755	 착용아이템조건설정 = ScpArgMsg("Auto_HaNaMan_ManJog_(OR)")	Setting of Wear Item Conditions = ScpArgMsg ("Auto_HaNaMan_ManJog_ (OR)")
ETC_20150211_008756	 아이템조건설정 = ScpArgMsg("Auto_MoDu_ManJog_(AND)")	Setting of Item Conditions = ScpArgMsg ("Auto_MoDu_ManJog_ (AND)")
ETC_20150211_008757	 아이템조건설정 = ScpArgMsg("Auto_HaNaMan_ManJog_(OR)")	Setting of Item Conditions = ScpArgMsg ("Auto_HaNaMan_ManJog_ (OR)")
ETC_20150211_008758	 기간체크방식 = ScpArgMsg("Auto_	Check method of Period = ScpArgMsg ("Auto_
ETC_20150211_008759	 기간체크방식 = 각 Sub 기간중 (OR 조건)"	Check Method of Period  = Each sub period (OR condition). "
ETC_20150211_008760	 Sub1기간 ="	Sub1 period = "
ETC_20150211_008761	 Sub2기간 ="	Sub2 period = "
ETC_20150211_008762	 Sub3기간 ="	Sub3 period = "
ETC_20150211_008763	 Sub4기간 ="	Sub4 period = "
ETC_20150211_008764	 Sub5기간 ="	Sub5 period = "
ETC_20150211_008765	 Sub6기간 ="	Sub6 period = "
ETC_20150211_008766	 Sub7기간 ="	Sub7 period = "
ETC_20150211_008767	 Sub8기간 ="	Sub8 period = "
ETC_20150211_008768	 Sub9기간 ="	Sub9 period = "
ETC_20150211_008769	 Sub10기간 ="	Sub10 period = "
ETC_20150211_008770	 기간체크 방법 = 매주 특정 요일들에만 진행가능(OR 조건)"	Check Method of Period = Every particular day is only possible to proceed (Or condition) "
ETC_20150211_008771	 메인기간 =ScpArgMsg("Auto_	The Main Period = ScpArgMsg ("Auto_
ETC_20150211_008772	 기간체크 방법 = 특정 매일 특정 시간대에만 진행가능(OR 조건)"	Check Method of Period = Every particular day and time is only possible to proceed (Or condition) "
ETC_20150211_008773	 기간체크 방법 = 매시 특정 분에만 진행가능(OR 조건)"	Check Method of Period = Every hour is only possible to proceed (Or condition) "
ETC_20150211_008774	 내용 = "	Content = "
ETC_20150211_008775	 레벨 ="	Level = "
ETC_20150211_008776	 아이템조건설정 = ScpArgMsg("Auto_MoDu_ManJog_(AND)") 	Setting of Item Conditions = ScpArgMsg ("Auto_MoDu_ManJog_ (AND)")
ETC_20150211_008777	 아이템조건설정 = ScpArgMsg("Auto_HaNaMan_ManJog_(OR)") 	Setting of Item Conditions = ScpArgMsg ("Auto_HaNaMan_ManJog_ (OR)")
ETC_20150211_008778	의ClassName = "	The ClassName of  = " 
ETC_20150211_008779	의MonTactics = "	MonTactics of  = "
ETC_20150211_008780	의확률 = ScpArgMsg("Auto_	Probability of = ScpArgMsg ("Auto_
ETC_20150211_008781	 InvItem2몬스터	Monster InvItem2
ETC_20150211_008782	 InvItem2몬스터의ClassName = "	ClassName of InvItem2 a monster = "
ETC_20150211_008783	 InvItem2몬스터의MonTactics = "	MonTactics of InvItem2 a monster = "
ETC_20150211_008784	 InvItem2몬스터의확률 = ScpArgMsg("Auto_	Probability of InvItem2 monster = ScpArgMsg ("Auto_
ETC_20150211_008785	 InvItem3몬스터	Monster InvItem3
ETC_20150211_008786	 InvItem3몬스터의ClassName = "	ClassName of InvItem3 a monster  = "
ETC_20150211_008787	 InvItem3몬스터의MonTactics = "	 MonTactics of InvItem3 a monster = "
ETC_20150211_008788	 InvItem3몬스터의확률 = ScpArgMsg("Auto_	InvItem3 Probability of monster = ScpArgMsg ("Auto_
ETC_20150211_008789	 InvItem4몬스터	InvItem4 Monster 
ETC_20150211_008790	 InvItem4몬스터의ClassName = "	InvItem4 ClassName of  a monster  = "
ETC_20150211_008791	 InvItem4몬스터의MonTactics = "	InvItem4 MonTactics of  a monster  = "
ETC_20150211_008792	 InvItem4몬스터의확률 = ScpArgMsg("Auto_	InvItem4 Probability of  monster = ScpArgMsg ("Auto_
ETC_20150211_008793	 킬몬스터조건설정 = ScpArgMsg("Auto_MoDu_ManJog_(AND)")	Setting of kill monsters conditions = ScpArgMsg ("Auto_MoDu_ManJog_ (AND)")
ETC_20150211_008794	 킬몬스터조건설정 = ScpArgMsg("Auto_HaNaMan_ManJog_(OR)")	Setting of kill monsters conditions = ScpArgMsg ("Auto_HaNaMan_ManJog_ (OR)")
ETC_20150211_008795	 MonKill1 = "몬스터 이름 : 	MonKill1 = "Monster Name:
ETC_20150211_008796	 / 목표 킬 수 : 	/ Target Kill Count :
ETC_20150211_008797	 MonKill2 = "몬스터 이름 : 	MonKill2 = "Monster Name :
ETC_20150211_008798	 MonKill3 = "몬스터 이름 : 	MonKill3 = "Monster Name :
ETC_20150211_008799	 MonKill4 = "몬스터 이름 : 	MonKill4 = "Monster Name :
ETC_20150211_008800	 MonKill5 = "몬스터 이름 : 	MonKill5 = "Monster Name :
ETC_20150211_008801	 MonKill6 = "몬스터 이름 : 	MonKill6 = "Monster Name :
ETC_20150211_008802	   목적1 = "	Objective 1 = "
ETC_20150211_008803	   목적2 = "	Objective 2 = "
ETC_20150211_008804	   목적3 = "	Objective 3 = "
ETC_20150211_008805	   목적4 = "	Objective 4 = "
ETC_20150211_008806	   목적5 = "	Objective 5 = "
ETC_20150211_008807	   목적6 = "	Objective 6 = "
ETC_20150211_008808	 퀘스트진행 = ScpArgMsg("Auto_NPCwa_DaeHwa_Si_wanLyoDaeKi_SangTaeLo_ByeonKyeong") 	Quest Progress = ScpArgMsg ("Auto_NPCwa_DaeHwa_Si_wanLyoDaeKi_SangTaeLo_ByeonKyeong")
ETC_20150211_008809	 퀘스트진행 = ScpArgMsg("Auto_KweSeuTeu_wanLyo_CheoLiKkaJi_Han_Beone_SiKim(KweSeuTeu_BoSangeul_BatKo_KweSeuTeu_wanLyo)") 	Quest Progress = ScpArgMsg("Auto_KweSeuTeu_wanLyo_CheoLiKkaJi_Han_Beone_SiKim(KweSeuTeu_BoSangeul_BatKo_KweSeuTeu_wanLyo)")
ETC_20150211_008810	 소지량 모두 " 	All Possession  "
ETC_20150211_008811	 개 " 	ea "
ETC_20150211_008812	 경험치 = " 	EXP = "
ETC_20150211_008813	한$C글이 껴있당 $B히히히 duddjeh$A..	N/A
ETC_20150211_008814	헿	He
ETC_20150211_008815	한{Auto_1}글이 껴2있당	and the {Auto_1} statement is linked 2 Itodan
ETC_20150211_008816	새 인자 형식이 있2군!	There is a new argument form of, two groups!
ETC_20150211_008817	새 인자 형식이 없군!	I do not have a new argument form of!
ETC_20150211_008818	시드마이엉	My seed Anne
ETC_20150211_008819	레벨에 죽인 몬스터 수 :	Number of monsters killed in level:
ETC_20150211_008820	죽인 	Killed
ETC_20150211_008821	레벨 몬스터 수 :	Number of Level Monster:
ETC_20150211_008822	레벨에 1마리 사냥 시 평균 소모시간 :	The average consumption of time when one animal level:
ETC_20150211_008823	(초)	(In seconds)
ETC_20150211_008824	레벨업에 걸린 시간 :	Time it took to level up:
ETC_20150211_008825	Simple_AI가 적용되지 않았습니다!!	Simple_AI has not been applied!
ETC_20150211_008826	기본 데이터 ClassID : 	Basic data ClassID:
ETC_20150211_008827	ColorSet으로부터 데이터 적용	  ClassID : 	
ETC_20150211_008828	 / 적용 부위 : 	/ Application site:
ETC_20150211_008829	 컬러 셋의 ClassName : 	Color set ClassName:
ETC_20150211_008830	Red컬러의 값 : 	Red color values:
ETC_20150211_008831	 / Green의 값 : 	/ Value of Green:
ETC_20150211_008832	 / Blue의 값	/ Blue values ??of
ETC_20150211_008833	컬러를 변경 함. 인자 값 ClassID :	I want to change the color. The values ??of the arguments ClassID:
ETC_20150211_008834	 then	-- 퀘스트와 연관 없어 QuestName 가 	
ETC_20150211_008835	더 이상 진행할 수 없어요...!	You will not be able to proceed any more ...!
ETC_20150211_008836	따라 해 주세요 : 	Please say Te:
ETC_20150211_008837	정확히 입력해주세요 : 	Please enter accurately:
ETC_20150211_008838	뽑는 중	while you pull out
ETC_20150211_008839	노크 중	During knock
ETC_20150211_008840	{s16}{#f0dcaa} 레벨{nl}	{S16}{#f0dcaa} Level {nl}
ETC_20150211_008841	선택된 아이템의 숫자야	Number of selected items
ETC_20150211_008842	기본 값	Default
ETC_20150211_008843	{nl}{#ff0000}지원하는 코드가 아닙니다 Datatree_tooltipset을 확인해주세요{nl}	{nl}{#ff0000} The code is not supported. Please check the Datatree_tooltipset {nl}
ETC_20150211_008844	{#050505}{s18}{b}소캣 장착시	{#050505}{s18}{b} socket for mounting
ETC_20150211_008845	{#050505}{s22}{b}장비 교체시	{#050505}{s22}{b} When item changed
ETC_20150211_008846	{@st42}사용	{@st42} Use
ETC_20150211_008847	상점 판매 가능	Shop available for sale
ETC_20150211_008848	상점 판매 불가능	Store sales is impossible
ETC_20150211_008849	개인 거래 가능	Individual tradable
ETC_20150211_008850	개인 거래 불가능	Individual transaction impossible
ETC_20150211_008851	카드 소켓에 장착 시, 	And when attached to the card socket,
ETC_20150211_008852	모루가 장비 종류와 일치하지 않습니다	Anvil does not match the type of equipment
ETC_20150211_008853	마족형	Devils
ETC_20150211_008854	어디있을까??????	?????? Where'll do you
ETC_20150211_008855	미확인 	Unconfirmed
ETC_20150211_008856	{@st42b}전체 모험지수	{@st42b} full risk index
ETC_20150211_008857	{@st42b}내 모험지수	{@st42b} My Adventure
ETC_20150211_008858	특별보상	Special compensation
ETC_20150211_008859	{s20}{#050505}공격력 : 	{S20}{#050505} Attack:
ETC_20150211_008860	{s20}{#050505}방어력 : 	{S20}{#050505} Defense:
ETC_20150211_008861	실버가 부족합니다.	You do not have enough silver.
ETC_20150211_008862	아직 구현되지 않은 전직 퀘스트입니다.	It is a Advancement quest that has not been implemented yet.
ETC_20150211_008863	채팅	Chat
ETC_20150211_008864	{@st61}일반 대화	{@st61} common dialog
ETC_20150211_008865	 과 대화	And conversation
ETC_20150211_008866	일반 대화	General conversation
ETC_20150211_008867	파티 대화	Party chat
ETC_20150211_008868	단체	Organization
ETC_20150211_008869	대화 초대	Invite to conversation
ETC_20150211_008870	{@st61}새로운 채팅 메세지가 도착했습니다!{/}	{@st61} new chat message has arrived! {/}
ETC_20150211_008871	최소 : 	Minimum:
ETC_20150211_008872	 최대 : 	Maximum:
ETC_20150211_008873	{@st43}실버  0	{@st43} silver 0
ETC_20150211_008874	{@st43}실버 	{@st43} Silver
ETC_20150211_008875	버려	Discarded
ETC_20150211_008876	(워프주문서)	(Warp purchase order)
