QUEST_20150211_000001	퀘스트 수정이 필요한 유저를 선택해주세요.	Please select the required user quest fixes.
QUEST_20150211_001375	파수꾼의 몽상	Dream of keeper
QUEST_20150211_001376	속 뒤집어지는 토템	The totem that will let overturn in
QUEST_20150211_001377	정화 인형	Purification doll
QUEST_20150211_001378	치유사의 길	Healing's road
QUEST_20150211_001379	영원한 경배	Eternal worship
QUEST_20150211_001380	남겨진 기억	Remaining storage
QUEST_20150211_001381	여신상 관리	Image management
QUEST_20150211_001382	재물에도 은혜를	And the grace to wealth
QUEST_20150211_001383	사울레 여신 해방	Sole-les-goddess release
QUEST_20150211_001384	마법사와 마법사의 탑	Tower of Wizard and Wizard
QUEST_20150211_001385	열려라 참깨	Shazam
QUEST_20150211_001386	경비병의 부탁	Ask the guards
QUEST_20150211_001387	단층지의 위협	Threat of fault location
QUEST_20150211_001388	채워지지 않는 허기	Unmet hunger
QUEST_20150211_001389	끝없는 식탐	Infinite Kuiiji
QUEST_20150211_001390	빼앗길 수 없어	Can not be deprived of
QUEST_20150211_001391	큰아귀 길의 식량무지	Food ignorance of large monkfish road
QUEST_20150211_001392	분노의 봉인 풀기 시험	Sealed solve test of anger
QUEST_20150211_001393	축복을 위한 경배	Worship for the blessing
QUEST_20150211_001394	참된 여신상	True image
QUEST_20150211_001395	거짓 또는 진실의 성소	Sanctuary of false or truth
QUEST_20150211_001396	금전으로 받는 축복	blessing financially and receive
QUEST_20150211_001397	미혹에서 벗어나	The escape from lost
QUEST_20150211_001398	샘물의 정화, 나무의 회복	Fountain of purification, recovery of wood
QUEST_20150211_001399	공간의 이동을 위해	For movement of space
QUEST_20150211_001400	기이한 조각상	Strange image
QUEST_20150211_001401	유령 집결 해체	Ghost gathered dismantling
QUEST_20150211_001402	정체불명의 석판	Mysterious slate
QUEST_20150211_001403	샤울렘의 덤블볼	I see Domuburu of Shaururemu
QUEST_20150211_001404	조각가 힐다의 자료	Material of sculptor Hilda
QUEST_20150211_001405	왕가의 유산	Royal heritage
QUEST_20150211_001406	플러리의 비문	Plug Lee inscription
QUEST_20150211_001407	주교가 꾼 여신의 꿈	Bishop's Dream of the Goddess
QUEST_20150211_001408	모제 영감의 진심	Serious of Moses of inspiration
QUEST_20150211_001409	불놀이야!	Playing with fire!
QUEST_20150211_001410	이독제독	Idoku Admiral
QUEST_20150211_001411	신앙의 이름으로	In faith of name
QUEST_20150211_001412	브람블 공략	Bram block cheats
QUEST_20150211_001413	오벨리스크 작동	Obelisk behavior
QUEST_20150211_001414	안데일 마을 사제의 부탁	Thank made no Dale Sonsha
QUEST_20150211_001415	나른초 폭탄 제작	and carried it super bomb production
QUEST_20150211_001416	영혼을 담는 그릇	Vessel molar the soul
QUEST_20150211_001417	사제의 연구	Company made of research
QUEST_20150211_001418	사제의 노력	Company made efforts
QUEST_20150211_001419	잘가, 나의 친구	Goodbye, my friend
QUEST_20150211_001420	임기응변	Resourceful
QUEST_20150211_001421	주교의 마지막 사명	Last mission of the bishop
QUEST_20150211_001422	연구 자료	Research material
QUEST_20150211_001423	약사의 부탁	Pharmacist's Favor
QUEST_20150212_001424	아쉽게도 메이번님의 뜻이기에 제가 직접 해결해 드릴 순 없습니다. {nl}하지만 도움이 될 만한 말씀은 드릴 수 있겠지요.	Because it is the sense of shame Nagarame this like, I can do Mase order of the drill to resolve directly. words {nl} help would as possible out drill.
QUEST_20150212_001425	나크티스는 저주.. 그녀가 지나간 자리엔 저주의 말귀만 남습니다.{nl}바로 그녀가 계시를 찾기 위해 대성당을 점거하고 있지요.	Nakutisu is, curse ... will remain only Marugu~i of her bygone circle curse. It has occupied the cathedral for her to find a revelation {nl} immediately.
QUEST_20150212_001426	계시자님을 기다리는 동안 어떻게든 그들을 방해해왔습니다만.{nl}보시다시피 이런 몸인지라 한계에 다다른 상황입니다. 	I've been interfering with them somehow while waiting for a revelation bidder. {Nl} As you can see, it is a situation that has reached the limit because it is such a body.
QUEST_20150212_001427	단상에 쓰여진 글귀는 아마 이런 내용이었지요.{nl}두 눈으로 성스러운 숫자를 기억하라.{nl}촛불의 빛은 사악한 어둠을 쫓을지니.. {nl}	Complain that was written on stage, perhaps it was this kind of content. Please recall the sacred number in {nl} both eyes. {Nl} light of candles, Ginny chasing the evil darkness. {Nl}
QUEST_20150212_001428	촛대에 쓰여진 숫자를 기억해 두세요.{nl}그리고 그 숫자만큼 초에 불을 밝히시면 해결될 듯 합니다.	Please remember the numbers written on the candlestick. And {nl}, it seems to solve if you have to clear the fire at the beginning of that number.
QUEST_20150212_001429	제 힘이 부족하여 구원의 성유물은 이미 마족들의 손에 넘어갔습니다만.{nl}아직 나크티스에게 전달되지 못했을 것입니다.{nl}	How can his power is the relic of saved insufficient was already in the hands of the Asmodian. {Nl} it would have not yet been delivered to the Nakutisu. {Nl}
QUEST_20150212_001430	다른 성유물과 열쇠들도 안전을 장담할 수 없으니 빨리 움직이시는게 좋겠습니다.	It is not possible relics of other castle and key also ensures the safety, I think to move immediately, but encourage.
QUEST_20150212_001431	제단에 새겨진 글귀	Phrase engraved on the altar
QUEST_20150212_001432	영원한 여신이시여.{nl}당신의 무한한 자비를 끝없이 찬양할 수 있기를.	Eternal goddess. {Nl} your infinite endlessly to praise that mercy.
QUEST_20150212_001433	생명은 시들고 영혼은 갈 곳이 없다.{nl}오직 여신께서만 구원해 주실 수 있다.	Life is wilting soul there is no place to go. {Nl} I can Kudasaru saved just a goddess only.
QUEST_20150212_001434	찾아야 할 열쇠가 아직 많이 남아 있습니다.{nl}메이번님께서 고안하신 비밀에 온전히 지켜지고 있기만 해도 다행이겠지요.{nl}{nl}	have there is still a lot key thing to find. {Nl} will the menu this time like it was good only are protected completely secret that has been devised. {Nl} {nl}
QUEST_20150212_001435	소회당의 제단에 각각 맞는 성유물을 끼워넣으세요. {nl}메이번님의 첫 번째 열쇠를 얻을 수 있을 겁니다.	Please respectively put fit relics on the altar of impressions party. {Nl} you'll be able to get the first key of the main time-like.
QUEST_20150212_001436	뭔가 반응이 있는 것 같다.	There seems to be something reaction.
QUEST_20150212_001437	자비와 구원	Mercy and salvation
QUEST_20150213_001438	모든 인연의 이름으로 다시 한 번 감사드립니다.{nl}저는 이제부터 벌들을 따라 아우슈리네 여신을 찾으려고 합니다.{nl}	I thank you again in the name of all fate. {nl} Now I will follow the bees to find Goddess Ausrine. {nl}
QUEST_20150213_001439	자애의 단상에서 무언가 반응이 있는 것 같다.	There seems to be some reaction in platform of benevolence.
QUEST_20150213_001440	두 개의 발판을 혼자 동시에 누르는 건 당연히 불가능하겠지요.{nl}마족들이 어질러놓은 나무통이라던가.. 동료에게 도움을 요청할 수도 있겠군요.	Of course, pressing two footrests at once by yourself is impossible. {nl} Maybe you can get some help using the logs scattered by the Demons.. Or from your fellowmen.
QUEST_20150213_001441	파쇄법	How to crush
QUEST_20150216_001442	순례자 알림	Pilgrim Notice
QUEST_20150216_001443	대성당의 설립자 메이번 대주교는 다음의 5개 지역에 5개의 화두를 심었습니다.{nl}그 화두들은 인간이 가질 수 있는 5개의 죄악입니다.{nl}이제 대성당에 이르게 될 순례자 여러분께서는 이 죄악의 의미에 대해 깊이 생각하는 시간을 가지시기 바랍니다.{nl} 	Archbishop Mayvern, founder of the Cathedral, installed 5 issues in the following areas. {nl}The issues are 5 sins of humans. {nl} Now, I hope you take time to think deep about the meaning of the sins. {nl}
QUEST_20150216_001444	큰아귀 길의 화두는 탐식입니다.{nl}음식에 대한 과도한 집착을 버리고 경건한 마음으로 순례를 시작하십시오.	Issue of Frogfish road is Gluttony. {nl} Throw away your obsession for food and start your pilgrimage with reverence.
QUEST_20150216_001445	빛내린 땅의 화두는 나태입니다.{nl}성당으로 향하는 긴 길에 나태함이 자리하지 않도록 노력해야 할 것입니다.	Issue of the Land of Light is Indolence. {nl} You have to try hard not to become indolent in your long journey to the Cathedral.
QUEST_20150216_001446	흩어진 계단의 화두는 분노입니다.{nl}지나친 분노는 순결한 영혼을 피폐하게 만듭니다.	Issue of the Scattered Stairway is Wrath. {nl} Too much wrath make the soul become impoverished.
QUEST_20150216_001447	적갈나무 단층숲의 화두는 거짓입니다.	Issue of the Purple Tree Fault Forest is Falsity. 
QUEST_20150216_001448	가식의 교각로의 화두는 탐욕입니다.{nl}어리석은 미혹에 빠지는 일이 없도록 마음을 가다듬어 봅시다.	Issue of Pier of Pretense if Greed. {nl}Make sure not to fall into foolish delusions.
QUEST_20150216_001449	달러스를 묻어주었어요.{nl}마음이.. 너무 아프네요.	I buried Dalas.{nl}My heart.. It really hurts..
QUEST_20150216_001450	또 몬스터가.. 도망치세요!	Monster again.. Run!
QUEST_20150216_001451	아까는 정말 위험했습니다.{nl}계시자님께서 조금만 늦었더라면 세 번째 열쇠는 영영 볼 수 없었겠지요,	It was really dangerous a while ago. {nl}If you were late by just a little while, we'd never be able to see the third key.
QUEST_20150216_001452	영력의 신표를 사용하시면 신표가 마력을 받아들일 수 있는 영역이 보이실 겁니다.{nl}그 영역 내에서 마족을 처치하시면 마력이 영력의 신표로 흡수되지요.	When you use the sign of spiritual power, you will be able to see the area where the sign could take in the spell. {nl}If you kill the Demon within that area, the spell will be absorbed into the sign.
QUEST_20150216_001453	영력의 신표를 완전히 충전하셨다면 베이니카 제단으로 가세요.{nl}베이니카 제단에 신표를 끼워넣으시면 메이번님의 세 번째 열쇠를 얻을 수 있습니다.	If you have fully charged the sign of spiritual powers, go to Veinika Altar. {nl} You can get the third key of Mayvern if you  put the sign in the Veinika Altar.
QUEST_20150216_001454	순례자를 위해	For the Pilgrim
QUEST_20150217_001455	이 성당이 완공된 지 벌써 660년이란 세월이 흘렀군요.{nl}실베스트로 메이번 대주교님의 지휘 하에 왕국에서 가장 영광스러운 성당으로 건설되었었지요.{nl}	It's been 660 years since this church was built. {nl} It was built as the most gracious church in the kingdom, under the command of Archbishop Silvestro Mayvern.
QUEST_20150217_001456	아직도 귓가에 울리는 듯 합니다.{nl}성당에서 수행하는 사제들의 기도소리는 왕국을 울렸었지요.{nl}여신께 은총을 갈구하는 순례의 행렬도 그 끝을 쉬이 찾을 수 없었습니다.{nl}	It still rings my ears. {nl}The sound of prayers by priests in the church spread to the kingcom. {nl}There was an endless line of Pilgrims yearning for the grace of Goddess.{nl}
